	AUR-AFEA-TTP1-A-1-0-R-A741-41	AUR-AFEA-TTM4-A-1-1-R-A742-41	AUR-AFEA-TTM2-A-1-1-R-A742-41	AUR-AFEA-TTM1-A-1-1-R-A742-41	AUR-AFEA-TTM3-A-1-1-R-A742-41	AUR-AFEA-TTM6-A-1-0-R-A741-41	AUR-AFE7-TTP2-A-1-1-R-A742-41	AUR-AFE7-TTM2-A-1-1-R-A742-41	AUR-AFE7-TTM1-A-1-1-R-A742-41	AUR-AFE7-TTM3-A-1-1-R-A742-41	AUR-AD9G-TTP1-B-4-0-R-A584-39	AUR-AD9G-TTM2-A-1-1-R-A542-39	AUR-AD9G-TTM3-A-1-1-R-A542-39	AUR-AFE5-TTP1-A-1-0-R-A741-41	AUR-AFE5-TTM4-A-1-1-R-A742-41	AUR-AFE5-TTM9-A-1-1-R-A742-41	AUR-AG0N-TTP1-A-1-0-R-A741-41	AUR-AG0N-TTM1-A-1-1-R-A743-41	AUR-AG0M-TTP1-A-2-0-R-A741-41	AUR-AG0M-TTM1-A-2-1-R-A743-41	AUR-AG0J-TTP1-A-1-0-R-A741-41	AUR-AG0J-TTM1-A-1-0-R-A743-41	AUR-AFSP-TTP1-A-8-0-R-A741-41	AUR-AFSP-TTM1-A-8-0-R-A741-41	AUR-AF9A-TTP1-A-1-0-R-A741-41	AUR-AF9A-TTM1-A-1-1-R-A742-41	AUR-AF98-TTP1-A-1-0-R-A741-41	AUR-AF98-TTM1-A-1-1-R-A742-41	AUR-AF95-TTP1-A-1-0-R-A741-41	AUR-AF95-TTM1-A-1-1-R-A742-41	AUR-AFSL-TTP1-A-8-0-R-A741-41	AUR-AFSL-TTM1-A-8-0-R-A741-41	AUR-AFR5-TTP1-A-1-1-R-A743-41	AUR-AFR5-TTM1-A-1-1-R-A743-41	AUR-AE6Y-TTP1-A-1-0-R-A741-41	AUR-AE6Y-TTM1-A-1-1-R-A742-41	AUR-AE5H-TTP1-A-1-1-R-A742-41	AUR-AE5H-TTM1-A-1-1-R-A742-41	AUR-AFUI-TTP1-A-1-0-R-A743-41	AUR-AFUI-TTM1-A-1-0-R-A743-41	AUR-AER7-TTP1-A-1-0-R-A741-41	AUR-AER7-TTM4-A-1-1-R-A742-41	AUR-AER6-TTP1-A-1-0-R-A741-41	AUR-AER6-TTM2-A-1-1-R-A742-41	AUR-AER6-TTM3-A-1-1-R-A742-41	AUR-AER6-TTM7-A-1-1-R-A742-41	AUR-AER6-TTM9-A-1-1-R-A742-41	AUR-AER6-TTM6-A-1-1-R-A742-41	AUR-AER6-TTM5-A-1-1-R-A742-41	AUR-AER6-TTM1-A-1-1-R-A742-41	AUR-AER6-TTM10-A-1-1-R-A742-41	AUR-AFEC-TTP2-A-1-1-R-A742-41	AUR-AFEC-TTM3-A-1-1-R-A742-41	AUR-AFEC-TTM4-A-1-1-R-A742-41	AUR-AFEC-TTM6-A-1-1-R-A742-41	AUR-AG12-TTP1-A-1-0-R-A741-41	AUR-AG12-TTM1-A-1-1-R-A743-41	AUR-AERX-TTP1-A-1-0-R-A741-41	AUR-AERX-TTM1-A-1-1-R-A742-41	AUR-AERW-TTP1-B-1-0-R-A741-41	AUR-AERW-TTM1-A-1-1-R-A742-41	AUR-AFSO-TTP1-A-8-0-R-A741-41	AUR-AFSO-TTM1-A-8-0-R-A741-41	AUR-AFR3-TTP1-A-2-1-R-A743-41	AUR-AFR3-TTM1-A-1-1-R-A743-41	AUR-AE5G-TTP1-A-1-1-R-A742-41	AUR-AE5G-TTM1-A-1-1-R-A742-41	AUR-AF94-TTP1-A-1-0-R-A741-41	AUR-AF94-TTM1-A-1-1-R-A742-41	AUR-AFE4-TTP1-A-1-0-R-A741-41	AUR-AFE4-TTM1-A-1-1-R-A742-41	AUR-AFE4-TTM6-A-1-1-R-A742-41	AUR-AFE4-TTM5-A-1-1-R-A742-41	AUR-AFUN-TTP1-A-1-0-R-A741-41	AUR-AFUN-TTM1-A-1-0-R-A743-41	AUR-AFUL-TTP1-A-1-1-R-A743-41	AUR-AFUL-TTM1-A-1-1-R-A743-41	AUR-AFKB-TTP1-A-10-0-R-A741-41	AUR-AFKB-TTM1-A-1-1-R-A742-41	AUR-AEPZ-TTP1-A-1-1-R-A742-41	AUR-AEPZ-TTM1-A-1-1-R-A742-41	AUR-AER8-TTP1-A-1-0-R-A741-41	AUR-AER8-TTM2-A-1-1-R-A742-41	AUR-AFKF-TTP1-A-10-0-R-A741-41	AUR-AFKF-TTM1-A-1-1-R-A742-41	AUR-AFUM-TTP1-A-1-0-R-A741-41	AUR-AFUM-TTM1-A-1-1-R-A743-41	AUR-AFE9-TTP1-A-1-0-R-A741-41	AUR-AFE9-TTM1-A-1-1-R-A742-41	AUR-AFE9-TTM4-A-1-1-R-A742-41	AUR-AFE9-TTM2-A-1-1-R-A742-41	AUR-AFE9-TTM3-A-1-1-R-A742-41	AUR-AER2-TTP1-A-1-1-R-A742-41	AUR-AER2-TTM3-A-1-1-R-A742-41	AUR-AER2-TTM1-A-1-1-R-A742-41	AUR-AFE6-TTP1-A-1-0-R-A741-41	AUR-AFE6-TTM2-A-1-1-R-A742-41	AUR-AFE6-TTM1-A-1-1-R-A742-41	AUR-AFR4-TTP1-A-1-1-R-A743-41	AUR-AFR4-TTM1-A-1-1-R-A743-41	AUR-AE6X-TTP1-A-1-0-R-A741-41	AUR-AE6X-TTM1-A-1-1-R-A742-41	AUR-AFKD-TTP1-A-1-1-R-A742-41	AUR-AER4-TTP1-A-1-0-R-A741-41	AUR-AD9J-TTP1-B-4-0-R-A584-39	AUR-AFUO-TTP1-A-1-0-R-A741-41	AUR-AFR2-TTP1-A-1-1-R-A742-41	AUR-AERY-TTM1-A-1-1-R-A742-41	AUR-ADCB-TTM1-A-1-1-R-A742-41	AUR-AD9I-TTM3-A-1-1-R-A542-39	AUR-AD9E-TTM1-A-1-1-R-A542-39	AUR-AFUP-TTM1-A-1-1-R-A743-41	AUR-AFUK-TTM2-A-1-0-R-A743-41	AUR-AD9H-TTM1-A-2-1-R-A542-39	AUR-AD9E-TTM4-A-1-1-R-A542-39	AUR-AD9E-TTM2-A-1-1-R-A542-39	AUR-AFUK-TTM1-A-1-0-R-A743-41	AUR-AD9H-TTM3-A-1-1-R-A542-39	AUR-AD9H-TTM2-A-1-1-R-A542-39	AUR-AD9F-TTM3-A-1-1-R-A542-39	AUR-AD9F-TTM1-A-1-1-R-A542-39	AUR-AD9F-TTM2-A-1-1-R-A542-39	AUR-AFUG-TTM1-A-1-1-R-A743-41	AUR-AFE5-NT1-A-1-1-R-A742-41	AUR-AFE9-NT1-A-1-1-R-A742-41	AUR-AFE6-NT1-A-1-1-R-A742-41	AUR-AFE4-NT1-A-1-1-R-A742-41	AUR-AE5G-NT1-A-1-1-R-A742-41	AUR-AFEC-NT1-A-1-1-R-A742-41
N:GEXP::MCM10:55388:	355.0001	3892.9972	2058.00197	1131	1071.0013	1102.9998	679.00036	1563.9998	1245.00076	1394	182.0004	280.0004	514.00063	938.00129	334.00068	214.00001	780.00085	4581.9989	402.00066	2889.00027	577.00068	2642.000992	129.9997425	409.00048	285.00044	1268.00043	446.00063	1489.9999	600.00013	2824.9979	1286.00244	319.00039	1109.00042	2233.0044	1386.99835	2421.99702	4370.00613	845.99984	1203.99998	1857.0009	243.00032	97	460.99979	678.00103	799.00033	518.00035	302.00006	117.99992	834.99997	370.00009	150.99999	215.00008	162.00005	615.00017	449.00067	284.99975	871.99971	296.99972	627.99964	205.99997	1303.00163	319.99991	810.0002	2866.99851	2843.0019	1944.00363	1780.00032	272.99975	796.99974	117.00001	219.99975	657.99989	322.00066	59	277.9996	601.00033	33.00001	50.99999	458.99939	245.00028	13	26.99996	381.00009	170.0003	1113.99927	29	2540.00638	72.00001	559.00039	26	34.999967	167.0004	165.0001	31.999984	267.000206	103.00001	304.99967	193.00013	490.99992	1446.99941	134.99997	4510.00005	2431.9975	29.00003	85.00001	64.0001	895.99986	2395.00089	507.00007	750.00022	2496.99592	371.00043	61.99996	15	145.99995	145.0001	344.00025	275	410.00029	489.00019	827.9994	396.00029	953.99936	4.999999	29	8	7	261.99955	38.999979
N:GEXP::MELK:9833:	298.9997901	1936.00118	1191.00095	320.00015	453.00042	1015.99995	1403.99929	5319.00125	2728.99993	3340.999302	649.00087	451.99989	608.999978	1123.000388	387.00051	103.9999	1186.00113	3146	879.00069	3396.00005	437.00049	969.99942	161.00002	325.0007101	728	4062.99821	675.00003	1773.999211	953.9990168	2657.00008	2406.001	520.99982	382.9999433	477.99977	1559.001	2854.99999	3731.00429	1604.99951	1799.00122	3251.99795	210.00007	81.000014	376.99965	465.00061	983.99964	463.99944	425.0001045	209.999905	495.00032	300.99971	83.99992	435.0004396	580.99994	1688.99889	1088.9995	363.0004	1262.99946	520.0007	1201.99955	138.9999885	802.99967	902.000523	1700.00125	2024.00284	3919.00315	2539.99961	2868.00042	229.00004	447.000068	155.00015	149.00002	450.00014	159.00005	59.00010036	504.0007343	1060.99955	91.99995	51.00003	563.00013	195.00001	58.999961	37.99995	291.99995	130.999998	1749.00092	97.00011	5731.99927	120.00015	403.9999	31.00002001	39.00003	166.00007	153.00003	23.99996	121.00004	172.00001	185.00004	448.99975	237.00015	1328.00137	175.00011	2496.00094	934.0005	34.00001	70.00008	136.0002	933.99891	1419.99931	639.00015	382.99979	1095.00073	196.99997	134.00008	12	92.000048	107	472.99988	274.00027	538.00024	553.99995	679.00061	472.0002473	1047.00028	0	25.0000116	15.00004	13.999998	226.99982	18
N:GEXP::MIA:8190:	68.0001	777.34038	471.99998	147.183571	361.55099	100.78982	165.4092	542.119314	624.39367	129.74945	50.00001	66.970716	43.99755	44	280.12061	271.4263	41.00003	310.52596	6	894.17383	42.99995	2368.81947	73.0001	63	38.68898	10.88111	87.00004	67.52576	1080.8713	9824.8298	120.96426	20.11253	82.00004	42	721.24419	2647.5051	12889.1527	1890.1105	27	41.00001	116.00006	94.00001	10	14.2784	5	38.00005	5.58863	569.00077	26.76312	16	13	13	9.09494	3	3	17	14	17	8.000006	13.00001	73	2	10.00001	3.43051	10.000003	54.00003	1.959236	4	6	7.00001	51.14287	15	20.55014	0	13.99999	715.66833	23	12	11	189.64012	28.00001	12.000007	23	0	22.99998	11	13.68006	0	6	9	15.99996	3302.41781	7.77939	18.999993	16	12	275.14523	10	463.761068	243.00012	53.69321	3776.3673	5	14.00001	4	16.00001	18	36.83772	1.999997	15.000003	19.5723	3.150911	19.51417	11	103.15733	14.287	3	48.00004	52.4913	9	8	11	22.25456	63.00003	6.999998	62.08266	9.000009	451.632693	328.89864
N:GEXP::MKI67:4288:	4149.9944	19577.98992	11105.99442	6176.00115	4619.0062	9131.9896	4184.9982	8697.9996	7129.9983	10124.9949	4040.0032	9174.99565	9194.00405	7780.99622	3080.99207	1812.7427	6367.0044	22577.0408	5064.9982	13390.0015	5028.0016	13882.0406	3209.99722	8674.005	18129.9899	38625.96461	6110.008482	10084.0021	12477.00283	20988.0317	8752.999	5201.002892	17320.99098	17582.00082	9431.001	13699.9754	44624	10941.0019	27751.9694	12523.0221	2329.00194	322.99992	5005.9948	5190	10907.9963	4031.0053	6117.99867	1580.0032	5433.0051	2701.9979	2096.9961	3512.0035	5503.9985	12411.9879	7593.002	3826.981002	10302.0037	5731.9962	8932.0041	1645.9998	5082.0034	6056.0051	5645.004993	18957.0268	18292.0239	30093.97699	25995.96602	3972.0028	7636.9945	950.00024	1875.99606	5632.99823	2063.99908	1232.0012	3568.9967	4358.0016	262.9997	466.99952	4603.000889	3096.9953	728.9996629	240.00003	3332.0043	1091.999521	11921.002	360.0006	36181.0036	1594.99761	3881.0039	304.99984	279	1201.9962	2546.99582	672.99984	2138.002	650.9996568	7222.9918	4607.9957	3908.0009	9851.005849	1727.000274	11077.00183	5457.99774	235.99969	851.001	1049.0016	9763.99935	9637.999	8027.0082	5682.99835	17337.0375	3830.00231	825.99934	587.0009	2229.00339	3419.00221	1783.9971	6396.0002	8632.0015	7623.00646	11569.99387	8086.9956	10665.0055	9	65.00001	350.8755	66.99997	2415.0009	326.00052
N:GEXP::MLPH:79083:	128.999923	57.000041	324	200.00005	115.00014	116.99997	959.00043	1087.00068	952.99947	969.99972	177.0001	750.99974	491.00061	70.000048	884.00065	2095.00043	131.00002	20.00001	237.00019	86.000074	378.00013	34.999995	118.00008	197.00026	2266.00174	1685.00026	299.00016	170.99995	970.9994141	6681.99815	1153.99969	824.99977	239.9999	1104.00012	28.000009	114.99998	1275.999	1043.99993	3109.00015	3357.99536	58.0000144	158.00014	4599.00392	17144.01283	8901.99963	11034.99758	6606.00223	6575.00484	8665.9973	7881.00645	13924.00963	1544.999825	7161.00283	16817.96266	4253.99614	3640.00129	8934.00038	11877.99833	14702.00679	3621.00085	2201.00009	2203.0007	2277.00131	4593.99878	5768.00188	21197.9942	32177.01247	6017.99992	11912.0046	2537.00156	15225.00656	16708.0048	15929.9997	2810.00117	16556.0035	23772.98103	30505.0034	6586.01142	35536.05458	44119.01246	29684.03767	2811.999923	10320.00004	5431.0026	58464.98827	1129.0013	764.999786	1403.00118	12292.00557	2133.00036	2229.00018	3468.00307	4333.99247	2855.00113	1779.99974	1154.00103	470.00004	149	11469.00221	1309.00051	554.00015	3154.00046	119.99997	3326.0013	1987.0023	3444.0046	14207.0063	10564.0013	21411.99816	13580.00695	26445.99909	35675.95476	36892.96122	1417.001293	24453.99174	25768.01435	12741.00151	13507.9997	13552.00703	14006.99276	28970.9905	12078.00121	15774.0099	43.00004	156.0001	2220.99965	1978.00051	1829.9989	1029.99987
N:GEXP::MYBL1:4603:	1568.00079	16511.0033	6048.00067	2021.00063	7558.99926	7770.997	5065.00416	19147.9793	6896.00291	8791.99496	3142.0057	2397.99911	1394.00047	1095.0011	3492.99842	2555.0001	11198.98658	37012.9848	319.00047	693.00008	1906.0008	1228.99979	273.00009	1359.9988	1059.99975	2854.99507	1639.997	2136.99708	1388.00113	2167.00493	437.00044	987.00049	238.0003	634.9995	2095.9986	2622.00267	2916.99176	2041.99964	630.00003	770.9999	788.9997	469.0003	462.00032	236.0002	603.0007	299.0004	668.99948	280.00041	250.999594	237.00034	99.0001	149.00016	91.00002	93	186.00007	337.00045	274	234.00025	513.9999	189.99984	698.99928	623.9998	258.99999	3449.00427	1168.00036	1151.99968	2167.99592	462.99978	1547.99944	295.00001	667.00046	796.99963	354.99979	160.9998	340.9999	1972.9946	150	169.00002	297.99962	202.0001	150	164.00033	296.99991	11	239.0003	245.00007	1049.99937	287.9998	1600.00146	141	193.00024	605.99974	771.99994	237.0002	1339.00497	1041.99968	309.0003	1695.00183	365.9999	344	447.0006	646.0005	928.00082	313.99999	270.0007	142.00021	722.00034	360.0003	223.00002	757.00034	2910.00137	4976.9957	200.00027	88.00003	961.9998	1017.00007	211.9997	570.9999	805.00016	594.9998	622.99992	780.00013	1341.998	130	515.0007	438.00071	89.99995	753.00043	273.99977
N:GEXP::MYBL2:4605:	386.9996	6011.006	3232.0021	2138.997	1276.0016	1831.9994	242	362.0003	385	678.9998	249	819.9998	1132	425	304.00026	169.9995	905	5265.996	780	2599.9952	819	1107.99892	195	240.99967	581.0003	4567.001	1039.0001	1752.999	869.9997	3343.995	1022.9997	348.9996	4175.001	4724.005	999.0005	2621.9953	2269.9993	356.99988	1925.0028	847.9996	194	97	622	1532.0014	2178.9985	944.9997	2057.005	408.0002	1805.0008	515	819.9998	299	377	1107.9987	795	348	1169.0032	405	829	132.00021	630.9996	448	829.0001	5395.997	2513.005	2603.9989	2872.0018	379	1493.9954	141	430.9999	1162.0006	635.0001	21	380.9997	176	11	36	197	391.0003	30	13	327.9999	51	517.00039	26	5847.997	9.00001	9	23	22	20	1023.9999	356.9997	641.0001	43.99997	423.0001	155.00007	808	2856.001	195.9999	1337.9994	1472.003	16	51.0001	129	838.0004	1605.9973	1703.0016	862.9995	1919.0017	159	47	17	2532.005	2151.9998	143.9997	237	203	459	451.9997	593	3475.0001	10	5	27	9	190	25
N:GEXP::NAT1:9:	38.00003	182	124.99994	46.00002	80.00009	100.99996	36.00003	52.99995	30.99999	42.999972	94.0001	91.99995	52.000009	107	226.0001	98.99999	44	47.99999	67.00012	117.99996	96.00008	65.99998	20	16.00001	83.000035	130.99998	28.99998	349.99974	141.9999	191.99996	120.99997	153.00003	73.00001	41	74.0001	86.99994	406.00092	89.00001	388.99993	1552.0005	42.00008	22.99997	151.00005	188.00001	437.9996	233.99994	182.999974	265.00045	186.00001	284.9997	142	108.00007	59.0001	210.00034	146.00024	163.99998	283.00003	457.00001	407.99973	62.000053	418.999529	100.00007	237.99993	231.00039	100.00009	11934.0028	11857.9944	1398	1240.00011	135.00005	213.00001	2558.9998	200.00002	2607.0007	6614.9974	4812.0047	13665.00558	6341.0042	4071.00366	9083.99656	12292.0027	102.0000304	89	67	1000.00017	141.0001	103	172.00021	536.00028	360.0001961	268.00031	183.99949	302.00006	22.000012	142.00005	148.99997	41	14	808.99988	90.00009	86	247.00025	42.00002	60	1709.002	941.0017625	6563.00294	352.99973	450.99945	1839.0003	292	14425.0054	1828.00524	399	628.99987	307.99999	13528.0015	3687.9974	468.00006	1608.004	2472.998	2483.99579	811.00088	6	97.99999	1030.99921	441.00011	390.9996	118
N:GEXP::NCAPG:64151:	333.6483	1312.9129	1709.69079	293.88432	323.61133	1105.47814	377.13439	1225.1963	683.3244	1315.9366	275.9036	285.97462	488.6042	1531.7852	321.31142	278.60775	780.9235	3420.378	845.1868	2314.1359	751.9034	1790.93222	157.11355	294.5872	744.52104	3983.3036	540.28237	1778.97167	1187.89971	1824.71393	1407.72261	886.725	572.707	961.98274	946.04269	1598.751	3703.1106	1189.6928	1912.10751	3406.8807	373.18379	65.49007	535.61457	323.90464	1104.9913	492.48348	388.2766	340.8929	300.61413	300.49945	111.65524	642.52914	766.75029	2109.92116	1471.8847	441.7977	938.78779	794.9085	1454.48965	523.673144	2965.48565	798.78543	807.8858	5127.8344	4501.7712	1869.5038	3032.6844	360.34296	855.43618	186.16278	231.77983	485.23686	188.28441	134.52312	543.80415	1518.2188	114.46686	146.24676	803.26701	363.8261	155.43198	53.6077	456.22818	195.4500389	2787.48159	112.72	7298.0353	211.8572	832.84673	89.22097676	51.4679	266.0778	758.07107	93.71049	863.5486	281.51538	391.16977	805.2369	422.4387	1335.90084	297.53242	2244.2822	860.6887	51.936	139.64975	201.50889	1649.34019	1405.06276	912.58357	845.91555	1749.2422	582.75851	176.24616	21.898835	177.58995	267.44659	830.75089	494.9577	861.35739	806.123	1225.51045	629.48606	2480.0788	8	42.78721	81.06211	18.69003	456.67965	78.077592
N:GEXP::NDC80:10403:	224.9999	1361.00062	1720.99694	485.00036	365.0002	713.00005	352.00024	1156.00402	830.99991	835.00029	165.99981	225.0005	340.00004	1006.00026	446.99978	249.99982	407.0003	2128.9995	378.99969	1844.00053	402.0007	1679.9999	75.00007	277.99985	379.9998	2579.00109	295.99992	1264.9966	803.99976	1987.9952	855.00041	342.0003	281.9997	376.0004	444.00016	1132.00405	2166.99759	763.99961	1413.99986	3128.99731	146.00037	35	504.00025	722.99989	1789.00384	560.00034	552.00032	495.0005	376.99984	334.99995	264.99996	368	510.9999	1510.99853	829.99954	285.00048	830.00012	281.99999	817.00045	120	691	274.9997	394.9999	1969.9976	2092.99733	1108.0002	1485.00373	302.99984	1160.0028	92.00008	305.00028	750.00019	303	24	371.9998	534.00035	85	56.00005	422.9998	139	51.00004	40.99999	313.00036	87	1350.9973	39	3598.99814	90.00011	149.00024	30.00001	50.00004	114.00026	310.00028	80	174.9999	95.99998	212	343.0002	338.99994	875.00002	109.00005	1871.99671	867.99979	35.99998	23.99998	87.00013	1230.99868	1351.00144	604.00048	296.00025	1151.00129	251.00002	132	15	52.00002	118.99981	497.00049	170.0002	376.99998	288.99987	372	219.99987	712.00017	5	15	36.00003	12	196.00043	29.99995
N:GEXP::NEK2:4751:	335	3230.9855	1835.9655	853.0008	858.63356	1642.9796	803.78747	2798.9189	1439.8271	1851.9986	393.81101	187.8781	317.0002	986.9465	355.76848	181.99998	1286.87318	5759.9755	256.99984	493.9535	533.68112	2621.5115	138.95308	278.98087	503.98135	1849.96695	356.9032	756.9998	806.8672	2090.8349	1145.86735	428.97406	586.0003	1426.9794	840.94688	1981.99481	2041.9947	580.00041	722.9996	1534.99985	242.99377	62.99997	379.90059	334.8755	769.00022	392.00031	316.00021	113.00005	177	254.86957	83.99997	467.3941	1339.7929	3625.9849	1071.9883	224.00007	579.99958	308.00014	815.99976	124.79964	1332.99243	528.0003	800.92453	2643.9869	2173.9974	1830.9912	3707.9964	267	779.0006	241.00032	388.00043	2003.9875	320.0007	80.00005	298.00036	720.98242	134.87783	110.00005	1722.9959	388.99989	167.0001	12.00001	338.0002	145.00028	3082.9902	43	6614.9499	135.0002	522.9955	23.99998	15	95.99993	759	138.00005	609.82764	57.99998	183.00004	689.9329	422.0006	1521.83981	85.00004	2222.9878	1833.98991	30.00001	92.00009	166.00026	1150.0002	3414.0031	1100.00072	1494.0048	4953.9764	1237.99922	60.99998	20.00004	191.99962	400.00055	503.0005	259.99957	518.0004	704.9999	1095.00073	531.00017	1814.0024	5	10.9999942	88.99999	2	163.00002	20.99997
N:GEXP::NUDT6:11162:	272.0406	252.51763	278.7253	63.773578	182.63501	258.88844	116.05574	217.03567	239.15458	281.6453	180.3861	254.88036	85.85271	125.42132	153.71113	155.12112	151.9604	329.564	183.1239	227.2375	175.47418	156.14267	86.17062	146.9529	545.72139	413.5123	186.58471	250.85866	363.2491	440.7537	164.34749	250.10255	58.46693	90.58443	301.5141	377.4868	189.4251	102.61104	196.59085	430.71738	312.14616	138.4205	370.59004	145.58489	186.06245	160.1546	97.32152	202.19145	80.74305	256.2244	132.2183	224.593912	239.80102	721.32819	297.17466	182.59561	158.92884	81.64829	81.25239	209.25044	196.89113	334.00061	316.5672	218.832728	405.608189	216.7346	169.89679	226.36645	371.2129	211.35136	345.8292	379.249	262.17305	277.73071	596.2332	737.748	1247.0636	291.78453	583.46513	371.89539	390.25973	239.3135	100.876	189.025	606.7278	226.6593	352.4883	78	510.63064	389.9013	194.20808	275.11171	144.6957	45.15381	140.91691	343.7947	104.401653	175.4014	285.22527	149.41596	316.22626	413.00917	179.57861	334.7844	165.975	225.06704	318.79979	649.1836	82.31998	321.8767	289.7916	484.42	346.6703	34.80604	329.30982	143.91156	397.92621	265.27155	360.92501	262.9902	225.49844	227.24918	234.230036	151.4947	456.18651	252.3133	578.0633	281.89742	214.36048
N:GEXP::NUF2:83540:	171.0001	1584.00109	1180.99939	433.00031	455.99977	686.00062	494.99984	1491.00128	982.99982	1230.00024	207.00039	137.00009	141.99968	453.99956	266.00009	105.00001	643.0004	4829.0054	174.99969	1766.0012	543.00087	1753.00451	67.00006	274.00034	391.00033	1662.99942	223.0003	610.99964	315.99995	836.00043	557.99935	302.99971	385.99989	772.99971	590.99946	1781.002446	2615.99724	1293.00016	1074.00078	2177.99586	122.999951	25.999994	251.00035	230.00037	812.99993	292.99918	249.00004	186.0001	197.0001257	140.99994	124.99957	371.99969	705.99975	1267.00016	773.00029	131.00017	435.99952	327.9999	1185.00014	79.99996	440.00017	233.00025	349.99973	2709.99393	2079.00113	923.00066	1845.00023	125.99997	559.00048	135.00056	145	441.99987	157.00019	57.00002	174	451.99992	75	45.99995	529.99922	148.00016	68.00001	18.99999	196.00001	54.00005	1322.00008	40.0000245	2930.99882	120.00007	562.99985	34.99995	39.99999	137.00001	422.00045	62.00002	335.99994	77	238.99996	722.99987	225.00009	995.00009	83	1352.00005	1098.00015	35.00006	55.00005	88.00015	650.00003	809.99978	551.00089	240.9997	773.999877	399.0003	47	6	43.99997378	85	319.00003	152.00009	332.00042	319.00014	531.00033	304.99989	1114.99966	3.999999147	40.999963	18.9999817	3	102.99998	18.00001
N:GEXP::NXNL2:158046:	7	3	15	23.00004	24.00004	6	18	4	19.00002	15.99999	32.00008	22	15.99996	8	16.00001	11	11	6	10.00001	8.99999	16.99996	10	6	1	8	7	10	6	18.00003	5	9	2	1	4	6.00001	7	1	6	14	56.00005	5	10	18	9	6	2.000004	4	24.99995	20.99996	3	10	37.00006	29.99996	14.00001	13	3	4	4	1	40.0001	3	8	4	13	3	64.99997	81.00001	60.99997	137.00051	98.0001	128	380.9997	176.9996	180.9997	328.99988	391.0001	129	247.00053	54.99997	464.0002	125.00005	2	5.999999	10	11	42	6	42.00001	118.0001	11.99999	9	41.99997	25.00002	10	22	14	7	13	15.99998	28.00007	4	5	14	72.0001	25	8.00001	226.9997	38.00004	7	35.99997	15	271.00045	15.00002	8	259.0003	120	3	27	14.99997	23.99992	8	2	105	24.99997	14	11	2	13.99995	15
N:GEXP::ORC6L:23594:	315.0003	1956.00451	880.00001	311.00011	626.0001	884.0003	246.99991	415.00041	419.99996	553.99967	164.000129	150.000087	207.0001	594.0004	188.00008	108.00001	571.00011	1643.99938	506.00023	1294.9995	341.000193	1005.00028	180.00017	227.0002	556.9997	1275.99938	419.00014	1003.0001	727.00014	690.99955	591.9997	478.00013	383.00006	478.0002	788.99982	920.99922	1161.00025	563.00003	428.999344	929.0001	267	37.99999	227.00004	124.99994	465.9998	250.9996	221.999979	165.00006	218.9999	212	113.00011	210.00008	168.0001	389.99973	347.99956	271.00012	463.00041	264.00023	384.00013	297.99939	589.0004	268.0003	486.999946	620.0001	1774.99991	700.99982	900.9998	167.00001	277.000074	165.00012	250	428.99959	191	55	93.99999	247.99973	55.00004	78.99999	132.0001	49.00005	65.00005	66.00004	100.999926	70	328.9999	66.00001	1551.00348	121.0001	622.99942	48.99992	61.00002	199.99993	339.00041	50.00002	243.00003	133.00001	93.00002	169.00003	173.0005	744.0002	159.00015	1069.99995	378.99965	113.99999	30	123.00019	725.4401	437.99945	524.0002	231.00021	489.0003	122.99993	56.00009	17.000027	60.99999	51.99996	295.99996	147.999596	224.99986	156.00036	115.99986	146.99999	431.99967	19.00003	158.00009	46.00002	11.00001	179.99999	30.00004
N:GEXP::PARP2:10038:	317.00021	1020.00005	1026.99991	354.99988	410.00013	392.00025	733.00045	1039.99922	1343.99992	1322.99964	235.00018	321.00002	350.99978	529.00052	923.99955	479.99956	317.00027	1495.0005	297.00024	1280.0003	838.00056	1418.00212	110.00001	334.99993	872.0009214	2475.99972	238.0002	792.99987	680.99966	1714.00313	479.00027	374.99962	169.0001	392.99992	901.0006	1371.99717	897.99991	850.00075	1744.00032	1649.0037	275.0001201	294.99994	706.9995	884.99989	2059.00153	900.99992	520.00026	808.00041	820.00027	869.99955	732.00035	335.9997	779.00027	1037.00048	881.99909	468.99982	716.00011	383.9996	707.00151	400.0003	1111.00065	348.00001	515.00016	1433.00544	1178.00055	1416.99994	1277.99987	487.9998	917.99988	313.00017	482.00017	1311.0037	427.00021	115.00009	983.99973	1196.00016	980.9992	208.00019	1398.00115	655.99996	820.99964	435.9995	1361.99941	318.000049	1540.99961	266.0003	3350.998	484	2386.04997	365.99985	480.00031	1124.00021	577.00031	307.99974	350.99994	430.99986	644.99972	972.00083	611.99997	875	484.99992	1126.99968	846.00007	410.99993	222.00018	174.00028	1312.99877	894.00511	1519.9994	727.00039	1384.00269	1013.99967	797.0001	55.00002	215.00013	238.0004	784.00035	440.00028	508.00047	1870.99542	1288.00032	658.99995	1031.99883	160.99963	1098.00035	610.99992	526.99963	938.99991	600.00083
